datetime,open,high,low,close,volume
2025-12-30 19:00:00,1.17696,1.17788,1.17649,1.17669,0
2025-12-30 23:00:00,1.17669,1.17683,1.17459,1.17591,0
2025-12-31 03:00:00,1.17592,1.17675,1.17459,1.17462,0
2025-12-31 07:00:00,1.17464,1.17503,1.1744,1.17468,0
2025-12-31 11:00:00,1.17466,1.17491,1.17397,1.17438,0
2025-12-31 15:00:00,1.17436,1.1744,1.17306,1.1737,0
2025-12-31 19:00:00,1.17367,1.17479,1.1721,1.17472,0
2025-12-31 23:00:00,1.17472,1.17583,1.17472,1.17566,0
2026-01-01 23:00:00,1.17464,1.17491,1.17442,1.17455,0
2026-01-02 03:00:00,1.17457,1.17506,1.17429,1.17442,0
2026-01-02 07:00:00,1.17442,1.17522,1.17424,1.17503,0
2026-01-02 11:00:00,1.17501,1.17653,1.175,1.17649,0
2026-01-02 15:00:00,1.17647,1.17652,1.17325,1.17369,0
2026-01-02 19:00:00,1.1737,1.17378,1.17139,1.17214,0
2026-01-02 23:00:00,1.17215,1.17527,1.17164,1.17514,0
2026-01-03 03:00:00,1.17515,1.17527,1.17141,1.17235,0
2026-01-03 07:00:00,1.17234,1.17237,1.17159,1.17204,0
2026-01-05 07:00:00,1.17238,1.17251,1.16999,1.17061,0
2026-01-05 11:00:00,1.17058,1.17112,1.16724,1.16762,0
2026-01-05 15:00:00,1.1676,1.16926,1.16732,1.16857,0
2026-01-05 19:00:00,1.16855,1.16956,1.16747,1.16824,0
2026-01-05 23:00:00,1.16824,1.17038,1.16597,1.17032,0
2026-01-06 03:00:00,1.17034,1.17286,1.17031,1.1728,0
2026-01-06 07:00:00,1.17278,1.17292,1.17132,1.17149,0
2026-01-06 11:00:00,1.17145,1.17385,1.17109,1.17352,0
2026-01-06 15:00:00,1.1735,1.17426,1.17277,1.17284,0
2026-01-06 19:00:00,1.17283,1.17382,1.17056,1.17064,0
2026-01-06 23:00:00,1.17065,1.17176,1.16855,1.16911,0
2026-01-07 03:00:00,1.1692,1.17023,1.16842,1.16903,0
2026-01-07 07:00:00,1.16902,1.16936,1.16852,1.16881,0
2026-01-07 11:00:00,1.16878,1.17024,1.16861,1.16991,0
2026-01-07 15:00:00,1.16988,1.17025,1.16798,1.16842,0
2026-01-07 19:00:00,1.16843,1.16941,1.1674,1.16886,0
2026-01-07 23:00:00,1.16888,1.1699,1.16814,1.16872,0
2026-01-08 03:00:00,1.16876,1.16945,1.16791,1.16833,0
2026-01-08 07:00:00,1.16831,1.16844,1.16722,1.1677,0
2026-01-08 11:00:00,1.16767,1.16832,1.16725,1.16803,0
2026-01-08 15:00:00,1.16801,1.16838,1.16757,1.16781,0
2026-01-08 19:00:00,1.1678,1.16815,1.16697,1.16779,0
2026-01-08 23:00:00,1.16779,1.1678,1.16571,1.16664,0
2026-01-09 03:00:00,1.16665,1.16671,1.16424,1.16499,0
2026-01-09 07:00:00,1.16498,1.1663,1.16498,1.1658,0
2026-01-09 11:00:00,1.16577,1.1659,1.16463,1.16566,0
2026-01-09 15:00:00,1.16563,1.1657,1.16405,1.16494,0
2026-01-09 19:00:00,1.16494,1.16519,1.16383,1.16461,0
2026-01-09 23:00:00,1.16462,1.1659,1.16191,1.16377,0
2026-01-10 03:00:00,1.16379,1.16421,1.16284,1.1635,0
2026-01-10 07:00:00,1.16349,1.16387,1.163,1.1637,0
2026-01-10 11:00:00,1.16367,1.16413,1.16367,1.16409,0
2026-01-10 15:00:00,1.16407,1.16413,1.16353,1.164,0
2026-01-10 19:00:00,1.16399,1.16418,1.16351,1.16367,0
2026-01-10 23:00:00,1.16368,1.16372,1.16341,1.16345,0
2026-01-11 03:00:00,1.16345,1.1636,1.1634,1.16351,0
2026-01-11 07:00:00,1.1635,1.16354,1.16341,1.16347,0
2026-01-11 11:00:00,1.16345,1.16363,1.16343,1.16348,0
2026-01-11 15:00:00,1.16346,1.16351,1.16343,1.16344,0
2026-01-11 19:00:00,1.16344,1.16351,1.16337,1.16339,0
2026-01-11 23:00:00,1.1634,1.16446,1.16331,1.16427,0
2026-01-12 03:00:00,1.16427,1.16562,1.16321,1.1637,0
2026-01-12 07:00:00,1.16368,1.1642,1.16233,1.16236,0
2026-01-12 11:00:00,1.16231,1.1671,1.16226,1.16563,0
2026-01-12 15:00:00,1.16562,1.16878,1.16536,1.1686,0
2026-01-12 19:00:00,1.1686,1.16956,1.16764,1.16785,0
2026-01-12 23:00:00,1.16787,1.16984,1.16733,1.1682,0
2026-01-13 03:00:00,1.16819,1.16821,1.16657,1.16727,0
2026-01-13 07:00:00,1.16725,1.1673,1.16635,1.16676,0
2026-01-13 11:00:00,1.16673,1.16678,1.16568,1.16593,0
2026-01-13 15:00:00,1.16591,1.16676,1.16543,1.16645,0
2026-01-13 19:00:00,1.16645,1.16748,1.16596,1.16685,0
2026-01-13 23:00:00,1.16686,1.16757,1.16454,1.16506,0
2026-01-14 03:00:00,1.1651,1.16552,1.16357,1.16496,0
2026-01-14 07:00:00,1.16494,1.16503,1.16422,1.16428,0
2026-01-14 11:00:00,1.16424,1.16494,1.16361,1.16476,0
2026-01-14 15:00:00,1.16475,1.16516,1.16418,1.16461,0
2026-01-14 19:00:00,1.16462,1.1658,1.16417,1.16467,0
2026-01-14 23:00:00,1.16473,1.16614,1.16456,1.16602,0
2026-01-15 03:00:00,1.16601,1.16619,1.16361,1.16374,0
2026-01-15 07:00:00,1.16372,1.16476,1.16369,1.1646,0
2026-01-15 11:00:00,1.16459,1.16463,1.16338,1.16392,0
2026-01-15 15:00:00,1.16391,1.16395,1.16267,1.16296,0
2026-01-15 19:00:00,1.16296,1.16404,1.16266,1.1631,0
2026-01-15 23:00:00,1.16311,1.16352,1.15935,1.16022,0
2026-01-16 03:00:00,1.16021,1.16178,1.15993,1.16138,0
2026-01-16 07:00:00,1.16136,1.16155,1.16023,1.16095,0
2026-01-16 11:00:00,1.16093,1.16143,1.16027,1.16122,0
2026-01-16 15:00:00,1.1612,1.16152,1.16048,1.16117,0
2026-01-16 19:00:00,1.16118,1.16231,1.16084,1.16199,0
2026-01-16 23:00:00,1.16201,1.16275,1.15851,1.15934,0
2026-01-17 03:00:00,1.15936,1.16055,1.159,1.15968,0
2026-01-17 07:00:00,1.15966,1.16068,1.15961,1.16049,0
2026-01-17 11:00:00,1.16051,1.16058,1.15937,1.15944,0
2026-01-17 15:00:00,1.15943,1.16038,1.15937,1.15957,0
2026-01-17 19:00:00,1.15957,1.16006,1.15937,1.15945,0
2026-01-17 23:00:00,1.15946,1.16048,1.15939,1.16043,0
2026-01-18 03:00:00,1.16042,1.16061,1.1604,1.16056,0
2026-01-18 07:00:00,1.16053,1.16063,1.16016,1.16051,0
2026-01-18 11:00:00,1.16049,1.16063,1.16047,1.16059,0
2026-01-18 15:00:00,1.16058,1.16065,1.16053,1.16056,0
2026-01-18 19:00:00,1.16056,1.16067,1.15995,1.16027,0
2026-01-18 23:00:00,1.16028,1.16033,1.15813,1.15881,0
2026-01-19 03:00:00,1.1588,1.16043,1.15654,1.15786,0
2026-01-19 07:00:00,1.15783,1.16261,1.15754,1.16245,0
2026-01-19 11:00:00,1.16243,1.16368,1.16079,1.16249,0
2026-01-19 15:00:00,1.16248,1.16397,1.16237,1.16262,0
2026-01-19 19:00:00,1.16263,1.16294,1.16123,1.16221,0
